date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
20:50:42	13226/13226	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:42%20GMT	https://shop.conexall.com/index.php?page=item&id=63	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index93c3.html	(from https://shop.conexall.com/)
20:50:42	7538/7538	---M--	200	added ('OK')	image/jpeg	etag:%221d72-6088eedfda54f%22	https://shop.conexall.com/oc-content/uploads/0/148_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/0/148_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:42	13231/13231	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:42%20GMT	https://shop.conexall.com/index.php?page=item&id=161	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index62e6.html	(from https://shop.conexall.com/)
20:50:43	6928/6928	---M--	200	added ('OK')	image/jpeg	etag:%221b10-611143af72d5f%22	https://shop.conexall.com/oc-content/uploads/1/416_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/1/416_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:43	11337/11337	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:43%20GMT	https://shop.conexall.com/index.php?page=item&id=160	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index78ac.html	(from https://shop.conexall.com/)
20:50:43	5125/5125	---M--	200	added ('OK')	image/jpeg	etag:%221405-61113e14a28dc%22	https://shop.conexall.com/oc-content/uploads/1/415_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/1/415_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:44	11977/11977	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:43%20GMT	https://shop.conexall.com/index.php?page=item&id=159	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/indexc7e6.html	(from https://shop.conexall.com/)
20:50:44	5881/5881	---M--	200	added ('OK')	image/jpeg	etag:%2216f9-61113c217cf6c%22	https://shop.conexall.com/oc-content/uploads/1/413_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/1/413_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:44	11786/11786	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:44%20GMT	https://shop.conexall.com/index.php?page=item&id=158	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/indexed51.html	(from https://shop.conexall.com/)
20:50:44	5056/5056	---M--	200	added ('OK')	image/jpeg	etag:%2213c0-6111394e98657%22	https://shop.conexall.com/oc-content/uploads/1/411_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/1/411_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:45	12127/12127	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:45%20GMT	https://shop.conexall.com/index.php?page=item&id=157	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/indexb759.html	(from https://shop.conexall.com/)
20:50:45	3953/3953	---M--	200	added ('OK')	image/jpeg	etag:%22f71-61113164866f9%22	https://shop.conexall.com/oc-content/uploads/1/409_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/1/409_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:45	11850/11850	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:45%20GMT	https://shop.conexall.com/index.php?page=item&id=156	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index5d1f.html	(from https://shop.conexall.com/)
20:50:46	8303/8303	---M--	200	added ('OK')	image/jpeg	etag:%22206f-6106a2c351070%22	https://shop.conexall.com/oc-content/uploads/1/401_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/1/401_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:46	11818/11818	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:46%20GMT	https://shop.conexall.com/index.php?page=item&id=155	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/index4b32.html	(from https://shop.conexall.com/)
20:50:46	6889/6889	---M--	200	added ('OK')	image/jpeg	etag:%221ae9-6106a292ea67a%22	https://shop.conexall.com/oc-content/uploads/1/399_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/1/399_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:46	11817/11817	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:46%20GMT	https://shop.conexall.com/index.php?page=item&id=154	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/indexe448.html	(from https://shop.conexall.com/)
20:50:47	4978/4978	---M--	200	added ('OK')	image/jpeg	etag:%221372-6106a273da421%22	https://shop.conexall.com/oc-content/uploads/1/397_thumbnail.jpg	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/uploads/1/397_thumbnail.jpg	(from https://shop.conexall.com/)
20:50:47	40808/40808	---MCZ	200	added ('OK')	text/html	date:Wed,%2021%20Feb%202024%2001:50:47%20GMT	https://shop.conexall.com/index.php?page=search&iPage=2	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/indexdae0.html	(from https://shop.conexall.com/)
20:50:48	1571/1571	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Feb%202024%2001:50:48%20GMT	https://www.googletagmanager.com/robots.txt		(from https://shop.conexall.com/)
20:50:48	1738/1738	---M--	200	added ('OK')	image/gif	etag:%226ca-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/animated-overlay.gif	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/animated-overlay.gif	(from https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/jquery-ui-1.10.2.custom.min.css)
20:50:49	292/292	---M--	200	added ('OK')	image/png	etag:%22124-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-bg_inset-hard_100_fcfdfd_1x100.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-bg_inset-hard_100_fcfdfd_1x100.png	(from https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/jquery-ui-1.10.2.custom.min.css)
20:50:49	206/206	---M--	200	added ('OK')	image/png	etag:%22ce-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-bg_flat_75_35c3d9_40x100.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-bg_flat_75_35c3d9_40x100.png	(from https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/jquery-ui-1.10.2.custom.min.css)
20:50:49	206/206	---M--	200	added ('OK')	image/png	etag:%22ce-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-bg_flat_100_27b5cb_40x100.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-bg_flat_100_27b5cb_40x100.png	(from https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/jquery-ui-1.10.2.custom.min.css)
20:50:50	348/348	---M--	200	added ('OK')	image/png	etag:%2215c-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-bg_glass_75_79c9ec_1x400.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-bg_glass_75_79c9ec_1x400.png	(from https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/jquery-ui-1.10.2.custom.min.css)
20:50:50	208/208	---M--	200	added ('OK')	image/png	etag:%22d0-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-bg_flat_50_ffffff_40x100.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-bg_flat_50_ffffff_40x100.png	(from https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/jquery-ui-1.10.2.custom.min.css)
20:50:50	345/345	---M--	200	added ('OK')	image/png	etag:%22159-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-bg_glass_55_f8da4e_1x400.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-bg_glass_55_f8da4e_1x400.png	(from https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/jquery-ui-1.10.2.custom.min.css)
20:50:50	5864/5864	---M--	200	added ('OK')	image/png	etag:%2216e8-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-bg_gloss-wave_45_e14f1c_500x100.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-bg_gloss-wave_45_e14f1c_500x100.png	(from https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/jquery-ui-1.10.2.custom.min.css)
20:50:51	4549/4549	---M--	200	added ('OK')	image/png	etag:%2211c5-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-icons_0078ae_256x240.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-icons_0078ae_256x240.png	(from https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/jquery-ui-1.10.2.custom.min.css)
20:50:51	4549/4549	---M--	200	added ('OK')	image/png	etag:%2211c5-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-icons_d8e7f3_256x240.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-icons_d8e7f3_256x240.png	(from https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/jquery-ui-1.10.2.custom.min.css)
20:50:51	4549/4549	---M--	200	added ('OK')	image/png	etag:%2211c5-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-icons_e0fdff_256x240.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-icons_e0fdff_256x240.png	(from https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/jquery-ui-1.10.2.custom.min.css)
20:50:52	4549/4549	---M--	200	added ('OK')	image/png	etag:%2211c5-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-icons_056b93_256x240.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-icons_056b93_256x240.png	(from https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/jquery-ui-1.10.2.custom.min.css)
20:50:52	4549/4549	---M--	200	added ('OK')	image/png	etag:%2211c5-54fb555571ac0%22	https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-icons_f5e175_256x240.png	C:/Users/Yassiel/Desktop/milton/sitio%20milton/shop.conexall.com/oc-content/themes/bender/js/jquery-ui/images/ui-icons_f5e175_256x240.png	(from https://shop.conexall.com/oc-content/themes/bender/js/jquery-ui/jquery-ui-1.10.2.custom.min.css)
